"5";"2";"GK0084";"normal";"007Sovan";"2015-06-04 13:30:00";"0000-00-00 00:00:00";"2015-06-05 13:45:00";"120";"41040";"0";"8.25";"01-25-17-22";"01-40-33-14";"completed";NULL;"15";"5130";"622"
"6";"2";"GK0051";"normal";"004Liseak";"2015-04-11 12:30:00";NULL;"2015-04-20 17:00:00";NULL;"41040";"1";"21.5";NULL;NULL;NULL;NULL;"40";"13680";"636"
"7";"2";"GK0052";"normal";"008Chhunlay";"2015-04-20 08:00:00";NULL;"2015-04-21 13:00:00";NULL;"41040";"2";"15";NULL;NULL;NULL;NULL;"120";"41040";"2736"
"8";"2";"GK0053";"cs";"005Sokea";"2015-04-20 14:20:00";NULL;"2015-04-22 12:00:00";NULL;"38000";"1";"14.75";NULL;NULL;NULL;NULL;"90";"19000";"1288"
"9";"2";"GK0047";"normal";"0010Seyma";"2015-04-12 16:00:00";NULL;"2015-04-23 17:00:00";NULL;"44388";"0.5";"33.75";NULL;NULL;NULL;NULL;"65";"22194";"658"
"10";"2";"GK0055";"cs";"008Chhunlay";"2015-04-23 12:00:00";NULL;"2015-04-24 14:00:00";NULL;"9000";"0";"10.25";NULL;NULL;NULL;NULL;"60";"4500";"439"
"11";"2";"GK0056";"cs";"009Tida";"2015-04-24 09:30:00";NULL;"2015-04-25 11:00:00";NULL;"9000";"0";"9.5";NULL;NULL;NULL;NULL;"30";"2250";"237"
"12";"2";"GK0057";"normal";"007Sovan";"2015-04-25 08:00:00";NULL;"2015-04-27 09:00:00";NULL;"41040";"4.5";"13.5";NULL;NULL;NULL;NULL;"20";"6840";"507"
"13";"2";"GK0058";"normal";"009Tida";"2015-04-27 12:00:00";NULL;"2015-04-28 16:45:00";NULL;"44460";"1";"13.75";NULL;NULL;NULL;NULL;"20";"5500";"400"
"14";"2";"GK0059";"normal";"005Sokea";"2015-04-28 09:30:00";NULL;"2015-04-29 11:00:00";NULL;"31600";"0";"9.5";NULL;NULL;NULL;NULL;"40";"5200";"547"
"15";"2";"GK0061";"normal";"006Smey";"2015-04-28 14:30:00";NULL;"2015-04-29 10:00:00";NULL;"20520";"0.5";"4";NULL;NULL;NULL;NULL;"20";"10260";"2565"
"16";"2";"GK0060";"normal";"007Sovan";"2015-04-29 09:30:00";NULL;"2015-04-29 17:00:00";NULL;"41040";"0";"7.5";NULL;NULL;NULL;NULL;"20";"6840";"912"
"17";"2";"GK0062";"normal";"009Tida";"2015-04-30 09:45:00";NULL;"2015-04-30 17:00:00";NULL;"33250";"0";"7.5";NULL;NULL;NULL;NULL;"30";"4156";"554"
"18";"2";"GK0063";"normal";"005Sokea";"2015-05-04 12:00:00";NULL;"2015-05-04 17:00:00";NULL;"23750";"0.5";"5.75";NULL;NULL;NULL;NULL;"20";"2960";"515"
"19";"2";"GK0064";"normal";"006Smey";"2015-05-04 14:55:00";NULL;"2015-05-05 17:00:00";NULL;"44460";"1.5";"11.75";NULL;NULL;NULL;NULL;"65";"22230";"1892"
"20";"2";"GK0065";"normal";"007Sovan";"2015-05-04 15:45:00";NULL;"2015-05-06 15:15:00";NULL;"41040";"1.5";"17";NULL;NULL;NULL;NULL;"60";"20520";"1207"
"21";"2";"GK0067";"normal";"0010Seyma";"2015-05-04 13:30:00";NULL;"2015-05-06 01:55:00";NULL;"41040";"1.5";"6";NULL;NULL;NULL;NULL;"60";"20520";"3420"
"22";"2";"GK0066";"normal";"004Liseak";"2015-05-04 17:00:00";NULL;"2015-05-06 16:13:00";NULL;"38000";"1";"16.25";NULL;NULL;NULL;NULL;"60";"9500";"585"
"23";"2";"GK0068";"normal";"009Tida";"2015-05-08 16:50:00";NULL;"2015-05-09 10:30:00";NULL;"20520";"0";"1.75";NULL;NULL;NULL;NULL;"9";"2930";"1674"
"24";"2";"GK0069";"normal";"004Liseak";"2015-05-11 12:30:00";NULL;"2015-05-12 10:00:00";NULL;"44460";"0";"5.5";NULL;NULL;NULL;NULL;"19";"6350";"1155"
"25";"2";"GK0070";"normal";"0010Seyma";"2015-05-18 08:30:00";NULL;"2015-05-18 10:25:00";NULL;"20520";"0";"2";NULL;NULL;NULL;NULL;"10";"3420";"1710"
"26";"2";"GK0071 ";"cs";"007Sovan";"2015-05-18 13:00:00";NULL;"2015-05-18 17:00:00";NULL;"12000";"0";"4.25";NULL;NULL;NULL;NULL;"23";"1714";"403"
"27";"2";"GK0072";"normal";"006Smey";"2015-05-19 08:00:00";NULL;"2015-05-19 14:58:00";NULL;"41040";"0";"7";NULL;NULL;NULL;NULL;"17";"5863";"838"
"28";"2";"GK0074";"normal";"004Liseak";"2015-05-19 15:35:00";NULL;"2015-05-20 16:00:00";NULL;"41040";"0";"8.5";NULL;NULL;NULL;NULL;"30";"10260";"1207"
"29";"2";"GK0073";"normal";"0010Seyma";"2015-05-19 08:00:00";NULL;"2015-05-21 09:30:00";NULL;"41040";"0";"17.5";NULL;NULL;NULL;NULL;"40";"13680";"782"
"30";"2";"GK0075";"normal";"009Tida";"2015-05-22 08:00:00";NULL;"2015-05-22 14:00:00";NULL;"41040";"0";"6";NULL;NULL;NULL;NULL;"15";"5130";"855"
"31";"2";"GK0076";"normal";"0010Seyma";"2015-05-22 12:30:00";NULL;"2015-05-22 17:00:00";NULL;"41040";"0";"4.5";NULL;NULL;NULL;NULL;"15";"5130";"1140"
"32";"2";"GK0077";"normal";"006Smey";"2015-05-25 10:00:00";NULL;"2015-05-25 14:20:00";NULL;"23750";"0";"8";NULL;NULL;NULL;NULL;"20";"3166";"396"
"33";"2";"GK0078";"normal";"007Sovan";"2015-05-26 12:00:00";NULL;"2015-05-26 17:00:00";NULL;"51300";"0";"5.25";NULL;NULL;NULL;NULL;"19";"6413";"1221"
"34";"2";"GK0079";"normal";"006Smey";"2015-05-27 08:00:00";NULL;"2015-05-27 16:21:00";NULL;"20520";"0";"8.5";NULL;NULL;NULL;NULL;"10";"3420";"402"
"35";"2";"GK0080";"normal";"008Chhunlay";"2015-05-28 08:00:00";NULL;"2015-05-28 15:45:00";NULL;"51300";"0";"7.75";NULL;NULL;NULL;NULL;"21";"7329";"946"
"36";"2";"GK0081";"normal";"004Liseak";"2015-05-29 08:00:00";NULL;"2015-05-29 13:13:00";NULL;"20520";"0";"5.25";NULL;NULL;NULL;NULL;"20";"6840";"1303"
"37";"2";"GK0082";"normal";"008Chhunlay";"2015-05-30 08:00:00";"0000-00-00 00:00:00";"2015-05-30 17:00:00";"240";"38000";"0";"9";;;"completed";NULL;"40";"6333";"704"
"38";"2";"GK0083";"normal";"006Smey";"2015-06-04 08:00:00";"0000-00-00 00:00:00";"2015-06-04 13:00:00";"120";"41040";"0";"5";;;"completed";NULL;"15";"5130";"1026"
"39";"2";"GK0088";"normal";"0010Seyma";"2015-06-09 08:00:00";"2015-06-09 17:00:00";"2015-06-10 09:30:00";"150";"23750";"0";"9.5";"01-50-00-00";"02-20-00-00";"completed";NULL;"20";"3167";"333"
"40";"2";"GK0085";"normal";"007Sovan";"2015-06-05 13:45:00";"0000-00-00 00:00:00";"2015-06-05 16:00:00";"120";"41040";"0";"2.25";"01-27-43-08";"01-34-14-14";"completed";NULL;"10";"3420";"1520"
"41";"2";"GK0086";"normal";"008Chhunlay";"2015-06-06 08:30:00";"0000-00-00 00:00:00";"2015-06-06 16:00:00";"120";"41040";"0";"7.5";;;"completed";NULL;"20";"8550";"1140"
"42";"2";"GK0089";"normal";"004Liseak";"2015-06-09 14:00:00";"0000-00-00 00:00:00";"2015-06-10 16:15:00";"120";"41040";"0";"10.25";"01-39-54-27";"02-42-20-00";"completed";NULL;"62";"21204";"2069"
"43";"2";"GK0087";"normal";"0010Seyma";"2015-06-10 09:30:00";"0000-00-00 00:00:00";"2015-06-10 17:00:00";"210";"33250";"0";"7.5";"02-55-00-00";"03-39-25-00";"completed";NULL;"45";"6967";"929"
"44";"2";"GK0090";"normal";"006Smey";"2015-06-10 14:15:00";"0000-00-00 00:00:00";"2015-06-12 16:15:00";"240";"38000";"0";"11";"02-20-07-15";"03-40-00-00";"completed";NULL;"80";"12667";"1126"
"45";"2";"GK0091";"normal";"0010Seyma";"2015-06-11 08:00:00";"0000-00-00 00:00:00";"2015-06-15 17:00:00";"120";"41040";"2";"28";"02-02-05-00";"02-40-21-22";"completed";NULL;"40";"13680";"526"
"46";"2";"GK0092";"normal";"009Tida";"2015-06-11 12:00:00";"2015-06-15 12:00:00";"2015-06-15 17:00:00";"120";"41040";"2.5";"24.5";"02-19-43-00";"Last";"completed";NULL;"40";"13680";"570"
"47";"2";"GK0095";"normal";"007Sovan";"2015-06-15 14:45:00";"0000-00-00 00:00:00";"2015-06-16 17:00:00";"120";"41040";"0";"10.25";"02-31-04-16";"Last";"completed";NULL;"50";"17100";"1668"
"48";"2";"GK0094";"normal";"002Nang";"2015-06-16 14:00:00";"0000-00-00 00:00:00";"2015-06-17 10:45:00";"120";"41040";"0";"5.75";"07-47-42-10";"Last";"completed";NULL;"20";"6840";"1190"
